FVC file = HN_Cal_2013_2016_3D_wq_Baseline_Validation.fvc, Simulation Execution: 03/04/2022 20:31:00
Nodestring coordinates,X,Y,ZB,Chain,Length,LeftCellID,RightCellID,NSID,ID
, 0.34482450000000E+06, 0.62786075000000E+07,  0.0000000E+00,  0.8273149E+02,  0.1654630E+03,       13316,           0,           8,           8
, 0.34476600000000E+06, 0.62785490000000E+07,  0.0000000E+00,  0.1654630E+03,  0.1654630E+03,,,           8,           8
, 0.34032500000000E+06, 0.62768490000000E+07,  0.0000000E+00,  0.0000000E+00,  0.3020546E+03,       13410,           0,           9,           9
, 0.34022950000000E+06, 0.62769660000000E+07,  0.0000000E+00,  0.1510273E+03,  0.3020546E+03,       13409,           0,           9,           9
, 0.34013400000000E+06, 0.62770830000000E+07,  0.0000000E+00,  0.3020546E+03,  0.3020546E+03,,,           9,           9
, 0.34032500000000E+06, 0.62751910000000E+07,  0.0000000E+00,  0.0000000E+00,  0.3077028E+03,       13604,           0,          10,          10
, 0.34017950000000E+06, 0.62751410000000E+07,  0.0000000E+00,  0.1538514E+03,  0.3077028E+03,       13603,           0,          10,          10
, 0.34003400000000E+06, 0.62750910000000E+07,  0.0000000E+00,  0.3077028E+03,  0.3077028E+03,,,          10,          10
, 0.34325000000000E+06, 0.62739580000000E+07,  0.0000000E+00,  0.0000000E+00,  0.4580699E+03,       13623,           0,          11,          11
, 0.34309733300000E+06, 0.62739606700000E+07,  0.0000000E+00,  0.1526904E+03,  0.4580699E+03,       13624,           0,          11,          11
, 0.34294466700000E+06, 0.62739633300000E+07,  0.0000000E+00,  0.3053795E+03,  0.4580699E+03,       13625,           0,          11,          11
, 0.34279200000000E+06, 0.62739660000000E+07,  0.0000000E+00,  0.4580699E+03,  0.4580699E+03,,,          11,          11
, 0.32584600000000E+06, 0.62870140000000E+07,  0.0000000E+00,  0.0000000E+00,  0.1755591E+03,       11519,           0,          12,          12
, 0.32581100000000E+06, 0.62870945000000E+07,  0.0000000E+00,  0.8777956E+02,  0.1755591E+03,       11518,           0,          12,          12
, 0.32577600000000E+06, 0.62871750000000E+07,  0.0000000E+00,  0.1755591E+03,  0.1755591E+03,,,          12,          12
, 0.32604900000000E+06, 0.62785730000000E+07,  0.0000000E+00,  0.0000000E+00,  0.1475805E+03,       12720,           0,          13,          13
, 0.32598300000000E+06, 0.62785400000000E+07,  0.0000000E+00,  0.7379025E+02,  0.1475805E+03,       12719,           0,          13,          13
, 0.32591700000000E+06, 0.62785070000000E+07,  0.0000000E+00,  0.1475805E+03,  0.1475805E+03,,,          13,          13
, 0.32484900000000E+06, 0.62819640000000E+07,  0.0000000E+00,  0.0000000E+00,  0.1342721E+03,       12364,           0,          14,          14
, 0.32473900000000E+06, 0.62820410000000E+07,  0.0000000E+00,  0.1342721E+03,  0.1342721E+03,,,          14,          14
, 0.33420200000000E+06, 0.62839690000000E+07,  0.0000000E+00,  0.0000000E+00,  0.3862188E+03,       12478,           0,          15,          15
, 0.33421500000000E+06, 0.62843550000000E+07,  0.0000000E+00,  0.3862188E+03,  0.3862188E+03,,,          15,          15
, 0.33856700000000E+06, 0.62934240000000E+07,  0.0000000E+00,  0.0000000E+00,  0.1126987E+03,       12561,           0,          16,          16
, 0.33866800000000E+06, 0.62933740000000E+07,  0.0000000E+00,  0.1126987E+03,  0.1126987E+03,,,          16,          16
, 0.32972000000000E+06, 0.62745750000000E+07,  0.4998000E+00,  0.0000000E+00,  0.2155696E+03,       13686,           0,          17,          17
, 0.32963778400000E+06, 0.62745053000000E+07,  0.0000000E+00,  0.1077848E+03,  0.2155696E+03,       13685,           0,          17,          17
, 0.32955556800000E+06, 0.62744356000000E+07,  0.0000000E+00,  0.2155696E+03,  0.2155696E+03,,,          17,          17
, 0.33419549900000E+06, 0.62764513800000E+07,  0.0000000E+00,  0.0000000E+00,  0.1700270E+03,       13567,           0,          18,          18
, 0.33415225000000E+06, 0.62763781900000E+07,  0.0000000E+00,  0.8501324E+02,  0.1700270E+03,       13568,           0,          18,          18
, 0.33410900000000E+06, 0.62763050000000E+07,  0.0000000E+00,  0.1700270E+03,  0.1700270E+03,,,          18,          18
, 0.33652107700000E+06, 0.62762261800000E+07,  0.0000000E+00,  0.0000000E+00,  0.1310851E+03,       13502,           0,          19,          19
, 0.33646703800000E+06, 0.62761890900000E+07,  0.0000000E+00,  0.6554298E+02,  0.1310851E+03,       13503,           0,          19,          19
, 0.33641300000000E+06, 0.62761520000000E+07,  0.0000000E+00,  0.1310851E+03,  0.1310851E+03,,,          19,          19
, 0.33799100000000E+06, 0.62981750000000E+07,  0.0000000E+00,  0.0000000E+00,  0.8475848E+02,       13277,           0,          20,          20
, 0.33796300000000E+06, 0.62980950000000E+07,  0.0000000E+00,  0.8475848E+02,  0.8475848E+02,,,          20,          20
, 0.32268200000000E+06, 0.62890910000000E+07,  0.5000000E+00,  0.0000000E+00,  0.1531176E+03,       11813,           0,          21,          21
, 0.32268800000000E+06, 0.62892440000000E+07,  0.0000000E+00,  0.1531176E+03,  0.1531176E+03,,,          21,          21
, 0.33239700000000E+06, 0.63000830000000E+07,  0.0000000E+00,  0.0000000E+00,  0.2602787E+03,       10907,           0,          22,          22
, 0.33231800000000E+06, 0.62998350000000E+07,  0.0000000E+00,  0.2602787E+03,  0.2602787E+03,,,          22,          22
, 0.32781200000000E+06, 0.63022020000000E+07,  0.0000000E+00,  0.0000000E+00,  0.2660000E+03,       10880,           0,          23,          23
, 0.32807800000000E+06, 0.63022020000000E+07,  0.0000000E+00,  0.2660000E+03,  0.2660000E+03,,,          23,          23
, 0.34526261200000E+06, 0.62893723900000E+07,  0.0000000E+00,  0.0000000E+00,  0.4670260E+03,       13087,           0,          24,          24
, 0.34572000000000E+06, 0.62892780000000E+07,  0.0000000E+00,  0.4670260E+03,  0.4670260E+03,,,          24,          24
, 0.29922830000000E+06, 0.62735030000000E+07,  0.0000000E+00,  0.0000000E+00,  0.1281913E+02,        4487,           0,          25,          25
, 0.29921550000000E+06, 0.62735037000000E+07,  0.0000000E+00,  0.1281913E+02,  0.1281913E+02,,,          25,          25
, 0.29742510000000E+06, 0.62714257000000E+07,  0.0000000E+00,  0.0000000E+00,  0.2629239E+02,        4823,           0,          26,          26
, 0.29741760000000E+06, 0.62714509000000E+07,  0.0000000E+00,  0.2629239E+02,  0.2629239E+02,,,          26,          26
, 0.28514687000000E+06, 0.62082499800000E+07,  0.1329999E+03,  0.0000000E+00,  0.4558037E+02,           1,           0,          27,          27
, 0.28510397000000E+06, 0.62082345800000E+07,  0.0000000E+00,  0.4558037E+02,  0.4558037E+02,,,          27,          27
, 0.32841100000000E+06, 0.62908580000000E+07,  0.0000000E+00,  0.0000000E+00,  0.6828088E+03,       10964,       10975,          28,          28
, 0.32856819800000E+06, 0.62908569600000E+07,  0.0000000E+00,  0.1572014E+03,  0.6828088E+03,       10963,       10974,          28,          28
, 0.32866548100000E+06, 0.62908666400000E+07,  0.0000000E+00,  0.2549649E+03,  0.6828088E+03,       10962,       10973,          28,          28
, 0.32873318800000E+06, 0.62908829800000E+07,  0.0000000E+00,  0.3246157E+03,  0.6828088E+03,       10961,       10972,          28,          28
, 0.32880104400000E+06, 0.62908998300000E+07,  0.0000000E+00,  0.3945325E+03,  0.6828088E+03,       10960,       10971,          28,          28
, 0.32886843900000E+06, 0.62908694000000E+07,  0.0000000E+00,  0.4684789E+03,  0.6828088E+03,       10959,       10970,          28,          28
, 0.32893620900000E+06, 0.62908910100000E+07,  0.0000000E+00,  0.5396109E+03,  0.6828088E+03,       10958,       10969,          28,          28
, 0.32900413900000E+06, 0.62909131300000E+07,  0.0000000E+00,  0.6110516E+03,  0.6828088E+03,       10957,       10968,          28,          28
, 0.32907223100000E+06, 0.62909357700000E+07,  0.0000000E+00,  0.6828088E+03,  0.6828088E+03,,,          28,          28
, 0.32170619300000E+06, 0.62961496500000E+07,  0.0000000E+00,  0.0000000E+00,  0.5247333E+03,        9625,        9635,          29,          29
, 0.32182652500000E+06, 0.62962019000000E+07,  0.0000000E+00,  0.1311863E+03,  0.5247333E+03,        9626,        9636,          29,          29
, 0.32194685700000E+06, 0.62962541400000E+07,  0.0000000E+00,  0.2623687E+03,  0.5247333E+03,        9627,        9637,          29,          29
, 0.32206718900000E+06, 0.62963063800000E+07,  0.0000000E+00,  0.3935510E+03,  0.5247333E+03,        9628,        9638,          29,          29
, 0.32218752100000E+06, 0.62963586200000E+07,  0.0000000E+00,  0.5247333E+03,  0.5247333E+03,,,          29,          29
, 0.31320322600000E+06, 0.63031613700000E+07,  0.0000000E+00,  0.0000000E+00,  0.3538237E+03,        8373,        8382,          30,          30
, 0.31330649100000E+06, 0.63031880400000E+07,  0.0000000E+00,  0.1066534E+03,  0.3538237E+03,        8374,        8383,          30,          30
, 0.31339220900000E+06, 0.63032101800000E+07,  0.0000000E+00,  0.1951845E+03,  0.3538237E+03,        8375,        8384,          30,          30
, 0.31347792900000E+06, 0.63032323000000E+07,  0.0000000E+00,  0.2837125E+03,  0.3538237E+03,        8376,        8385,          30,          30
, 0.31354658300000E+06, 0.63032465200000E+07,  0.0000000E+00,  0.3538237E+03,  0.3538237E+03,,,          30,          30
, 0.30597089800000E+06, 0.63002190300000E+07,  0.0000000E+00,  0.0000000E+00,  0.2683850E+03,        6959,        6968,          31,          31
, 0.30596283500000E+06, 0.63002856400000E+07,  0.0000000E+00,  0.6709623E+02,  0.2683850E+03,        6960,        6969,          31,          31
, 0.30595477100000E+06, 0.63003522500000E+07,  0.0000000E+00,  0.1341926E+03,  0.2683850E+03,        6961,        6970,          31,          31
, 0.30594670800000E+06, 0.63004188600000E+07,  0.0000000E+00,  0.2012888E+03,  0.2683850E+03,        6962,        6971,          31,          31
, 0.30593864500000E+06, 0.63004854700000E+07,  0.0000000E+00,  0.2683850E+03,  0.2683850E+03,,,          31,          31
, 0.30346180600000E+06, 0.62919732900000E+07,  0.0000000E+00,  0.0000000E+00,  0.2310240E+03,        5247,        5254,          32,          32
, 0.30341308100000E+06, 0.62920043000000E+07,  0.0000000E+00,  0.5775592E+02,  0.2310240E+03,        5246,        5253,          32,          32
, 0.30336435600000E+06, 0.62920353100000E+07,  0.0000000E+00,  0.1155118E+03,  0.2310240E+03,        5245,        5252,          32,          32
, 0.30331563100000E+06, 0.62920663200000E+07,  0.0000000E+00,  0.1732677E+03,  0.2310240E+03,        5244,        5251,          32,          32
, 0.30326696300000E+06, 0.62920974200000E+07,  0.0000000E+00,  0.2310240E+03,  0.2310240E+03,,,          32,          32
, 0.29999448500000E+06, 0.62835000400000E+07,  0.0000000E+00,  0.0000000E+00,  0.1633649E+03,        3491,        3495,          33,          33
, 0.29996103000000E+06, 0.62835429500000E+07,  0.0000000E+00,  0.5441052E+02,  0.1633649E+03,        3492,        3496,          33,          33
, 0.29992795400000E+06, 0.62835862500000E+07,  0.0000000E+00,  0.1088982E+03,  0.1633649E+03,        3493,        3497,          33,          33
, 0.29989473000000E+06, 0.62836294100000E+07,  0.0000000E+00,  0.1633649E+03,  0.1633649E+03,,,          33,          33
, 0.28557440000000E+06, 0.62641016000000E+07,  0.1316700E+02,  0.0000000E+00,  0.1166898E+03,        1520,        1523,          34,          34
, 0.28553743300000E+06, 0.62641137000000E+07,  0.1303410E+02,  0.3889690E+02,  0.1166898E+03,        1521,        1524,          34,          34
, 0.28550046700000E+06, 0.62641258000000E+07,  0.1345080E+02,  0.7779286E+02,  0.1166898E+03,        1522,        1525,          34,          34
, 0.28546350000000E+06, 0.62641379000000E+07,  0.0000000E+00,  0.1166898E+03,  0.1166898E+03,,,          34,          34
, 0.28074053000000E+06, 0.62507100400000E+07,  0.2461880E+02,  0.0000000E+00,  0.3003599E+02,         871,         873,          35,          35
, 0.28074661500000E+06, 0.62506963100000E+07,  0.2460360E+02,  0.1501799E+02,  0.3003599E+02,         872,         874,          35,          35
, 0.28075270000000E+06, 0.62506825800000E+07,  0.0000000E+00,  0.3003599E+02,  0.3003599E+02,,,          35,          35
, 0.27999598000000E+06, 0.62399812100000E+07,  0.4320120E+02,  0.0000000E+00,  0.3190014E+02,         572,         573,          36,          36
, 0.27996492400000E+06, 0.62399739200000E+07,  0.0000000E+00,  0.3190014E+02,  0.3190014E+02,,,          36,          36
, 0.28303172000000E+06, 0.62344695300000E+07,  0.4469370E+02,  0.0000000E+00,  0.3913838E+02,         514,         515,          37,          37
, 0.28299574300000E+06, 0.62344849400000E+07,  0.0000000E+00,  0.3913838E+02,  0.3913838E+02,,,          37,          37
, 0.28363608000000E+06, 0.62330798200000E+07,  0.4655560E+02,  0.0000000E+00,  0.3117379E+02,         504,         505,          38,          38
, 0.28361078500000E+06, 0.62330616000000E+07,  0.0000000E+00,  0.3117379E+02,  0.3117379E+02,,,          38,          38
, 0.28565126000000E+06, 0.62326132700000E+07,  0.4694950E+02,  0.0000000E+00,  0.4414968E+02,         485,         486,          39,          39
, 0.28568972000000E+06, 0.62325915900000E+07,  0.0000000E+00,  0.4414968E+02,  0.4414968E+02,,,          39,          39
, 0.28572677000000E+06, 0.62311502600000E+07,  0.4925840E+02,  0.0000000E+00,  0.3637014E+02,         458,         459,          40,          40
, 0.28569287200000E+06, 0.62311634400000E+07,  0.0000000E+00,  0.3637014E+02,  0.3637014E+02,,,          40,          40
, 0.28799162000000E+06, 0.62302010600000E+07,  0.5276120E+02,  0.0000000E+00,  0.3742752E+02,         425,         426,          41,          41
, 0.28797477000000E+06, 0.62301676400000E+07,  0.0000000E+00,  0.3742752E+02,  0.3742752E+02,,,          41,          41
, 0.29187778000000E+06, 0.62224828800000E+07,  0.5914980E+02,  0.0000000E+00,  0.5012593E+02,         330,         331,          42,          42
, 0.29190636000000E+06, 0.62224417000000E+07,  0.0000000E+00,  0.5012593E+02,  0.5012593E+02,,,          42,          42
, 0.28908589500000E+06, 0.62142178600000E+07,  0.6120060E+02,  0.0000000E+00,  0.3113572E+02,         161,         162,          43,          43
, 0.28908879900000E+06, 0.62142488600000E+07,  0.0000000E+00,  0.3113572E+02,  0.3113572E+02,,,          43,          43
, 0.28167919000000E+06, 0.62127668300000E+07,  0.8200000E+02,  0.0000000E+00,  0.4499153E+02,          87,          88,          44,          44
, 0.28164250000000E+06, 0.62127928700000E+07,  0.0000000E+00,  0.4499153E+02,  0.4499153E+02,,,          44,          44
, 0.27965140000000E+06, 0.62510349000000E+07,  0.1700000E+02,  0.0000000E+00,  0.8406724E+02,         944,         945,          45,          45
, 0.27960530000000E+06, 0.62509646000000E+07,  0.0000000E+00,  0.8406724E+02,  0.8406724E+02,,,          45,          45
, 0.28116382000000E+06, 0.62429275300000E+07,  0.2465340E+02,  0.0000000E+00,  0.2856156E+02,         635,         637,          46,          46
, 0.28116769500000E+06, 0.62429412800000E+07,  0.2479860E+02,  0.1428559E+02,  0.2856156E+02,         634,         638,          46,          46
, 0.28117157000000E+06, 0.62429550200000E+07,  0.0000000E+00,  0.2856156E+02,  0.2856156E+02,,,          46,          46
, 0.28989708500000E+06, 0.62139941900000E+07,  0.6000000E+02,  0.0000000E+00,  0.3710658E+02,         192,         193,          47,          47
, 0.28988276000000E+06, 0.62140284200000E+07,  0.0000000E+00,  0.3710658E+02,  0.3710658E+02,,,          47,          47
, 0.28038589000000E+06, 0.62505684400000E+07,  0.2266460E+02,  0.0000000E+00,  0.4175976E+02,         883,         884,          48,          48
, 0.28037379500000E+06, 0.62505514200000E+07,  0.2271090E+02,  0.2087988E+02,  0.4175976E+02,         885,         886,          48,          48
, 0.28036170000000E+06, 0.62505344000000E+07,  0.0000000E+00,  0.4175976E+02,  0.4175976E+02,,,          48,          48
, 0.28001036500000E+06, 0.62506353000000E+07,  0.2091590E+02,  0.0000000E+00,  0.3907872E+02,         899,         901,          49,          49
, 0.28000816400000E+06, 0.62506158800000E+07,  0.2043250E+02,  0.1954433E+02,  0.3907872E+02,         900,         902,          49,          49
, 0.28000596300000E+06, 0.62505964700000E+07,  0.0000000E+00,  0.3907872E+02,  0.3907872E+02,,,          49,          49
, 0.27966509000000E+06, 0.62506378300000E+07,  0.1915850E+02,  0.0000000E+00,  0.4202417E+02,         917,         919,          50,          50
, 0.27967607000000E+06, 0.62506199200000E+07,  0.1878590E+02,  0.2100782E+02,  0.4202417E+02,         918,         920,          50,          50
, 0.27968705000000E+06, 0.62506020000000E+07,  0.0000000E+00,  0.4202417E+02,  0.4202417E+02,,,          50,          50
, 0.28038589000000E+06, 0.62505684400000E+07,  0.2326120E+02,  0.0000000E+00,  0.3811164E+02,         881,         883,          51,          51
, 0.28039445000000E+06, 0.62505514200000E+07,  0.2286710E+02,  0.1905135E+02,  0.3811164E+02,         882,         885,          51,          51
, 0.28040301000000E+06, 0.62505343900000E+07,  0.0000000E+00,  0.3811164E+02,  0.3811164E+02,,,          51,          51
, 0.27985292100000E+06, 0.62507410200000E+07,  0.2022690E+02,  0.0000000E+00,  0.4101562E+02,         907,         909,          52,          52
, 0.27985258100000E+06, 0.62507205200000E+07,  0.1984170E+02,  0.2050282E+02,  0.4101562E+02,         908,         910,          52,          52
, 0.27985224200000E+06, 0.62507000100000E+07,  0.0000000E+00,  0.4101562E+02,  0.4101562E+02,,,          52,          52
, 0.33661228100000E+06, 0.62843645700000E+07,  0.0000000E+00,  0.0000000E+00,  0.1412736E+04,       12418,       12436,          53,          53
, 0.33686228700000E+06, 0.62845302300000E+07,  0.0000000E+00,  0.2999104E+03,  0.1412736E+04,       12419,       12437,          53,          53
, 0.33706581600000E+06, 0.62846200400000E+07,  0.0000000E+00,  0.5223736E+03,  0.1412736E+04,       12421,       12438,          53,          53
, 0.33726939000000E+06, 0.62847098700000E+07,  0.0000000E+00,  0.7448861E+03,  0.1412736E+04,       12420,       12439,          53,          53
, 0.33747300900000E+06, 0.62847997200000E+07,  0.0000000E+00,  0.9674478E+03,  0.1412736E+04,       12422,       12440,          53,          53
, 0.33767667300000E+06, 0.62848896100000E+07,  0.0000000E+00,  0.1190067E+04,  0.1412736E+04,       12423,       12441,          53,          53
, 0.33788038300000E+06, 0.62849795200000E+07,  0.0000000E+00,  0.1412736E+04,  0.1412736E+04,,,          53,          53
, 0.33688700000000E+06, 0.62876020000000E+07,  0.0000000E+00,  0.0000000E+00,  0.1064343E+04,       12272,       12309,          54,          54
, 0.33709820000000E+06, 0.62875754000000E+07,  0.0000000E+00,  0.2128685E+03,  0.1064343E+04,       12273,       12310,          54,          54
, 0.33730940000000E+06, 0.62875488000000E+07,  0.0000000E+00,  0.4257370E+03,  0.1064343E+04,       12308,       12311,          54,          54
, 0.33752060000000E+06, 0.62875222000000E+07,  0.0000000E+00,  0.6386055E+03,  0.1064343E+04,       12338,       12346,          54,          54
, 0.33773180000000E+06, 0.62874956000000E+07,  0.0000000E+00,  0.8514740E+03,  0.1064343E+04,       12375,       12377,          54,          54
, 0.33794300000000E+06, 0.62874690000000E+07,  0.0000000E+00,  0.1064343E+04,  0.1064343E+04,,,          54,          54
, 0.33569600000000E+06, 0.62873394000000E+07,  0.0000000E+00,  0.0000000E+00,  0.4025847E+03,       12097,       12132,          55,          55
, 0.33584740100000E+06, 0.62873319000000E+07,  0.0000000E+00,  0.1515867E+03,  0.4025847E+03,       12096,       12131,          55,          55
, 0.33591941400000E+06, 0.62873801100000E+07,  0.0000000E+00,  0.2382473E+03,  0.4025847E+03,       12098,       12133,          55,          55
, 0.33598617900000E+06, 0.62874294400000E+07,  0.0000000E+00,  0.3212595E+03,  0.4025847E+03,       12129,       12135,          55,          55
, 0.33604975800000E+06, 0.62874801500000E+07,  0.0000000E+00,  0.4025847E+03,  0.4025847E+03,,,          55,          55
, 0.33484492000000E+06, 0.62871040000000E+07,  0.0000000E+00,  0.0000000E+00,  0.4162397E+03,       12039,       12072,          56,          56
, 0.33490678500000E+06, 0.62869056000000E+07,  0.0000000E+00,  0.2078217E+03,  0.4162397E+03,       12038,       12071,          56,          56
, 0.33497000000000E+06, 0.62867070000000E+07,  0.0000000E+00,  0.4162397E+03,  0.4162397E+03,,,          56,          56
, 0.33438250000000E+06, 0.62872061000000E+07,  0.0000000E+00,  0.0000000E+00,  0.1027644E+04,       11884,       11909,          57,          57
, 0.33431799200000E+06, 0.62873647600000E+07,  0.0000000E+00,  0.1712725E+03,  0.1027644E+04,       11885,       11910,          57,          57
, 0.33425348500000E+06, 0.62875234200000E+07,  0.0000000E+00,  0.3425447E+03,  0.1027644E+04,       11886,       11911,          57,          57
, 0.33418897700000E+06, 0.62876820800000E+07,  0.0000000E+00,  0.5138172E+03,  0.1027644E+04,       11888,       11912,          57,          57
, 0.33412446900000E+06, 0.62878407400000E+07,  0.0000000E+00,  0.6850897E+03,  0.1027644E+04,       11913,       11914,          57,          57
, 0.33405996200000E+06, 0.62879994100000E+07,  0.0000000E+00,  0.8563712E+03,  0.1027644E+04,       11915,       11938,          57,          57
, 0.33399545400000E+06, 0.62881580700000E+07,  0.0000000E+00,  0.1027644E+04,  0.1027644E+04,,,          57,          57
, 0.33308260700000E+06, 0.62869985700000E+07,  0.0000000E+00,  0.0000000E+00,  0.3421266E+03,       11801,       11821,          58,          58
, 0.33290662600000E+06, 0.62869918600000E+07,  0.0000000E+00,  0.1761089E+03,  0.3421266E+03,       11800,       11820,          58,          58
, 0.33274080300000E+06, 0.62869838200000E+07,  0.0000000E+00,  0.3421266E+03,  0.3421266E+03,,,          58,          58
, 0.33256856700000E+06, 0.62872939500000E+07,  0.0000000E+00,  0.0000000E+00,  0.8027698E+03,       11746,       11761,          59,          59
, 0.33260320600000E+06, 0.62874231900000E+07,  0.0000000E+00,  0.1338015E+03,  0.8027698E+03,       11747,       11762,          59,          59
, 0.33263784400000E+06, 0.62875524200000E+07,  0.0000000E+00,  0.2675930E+03,  0.8027698E+03,       11748,       11763,          59,          59
, 0.33267248300000E+06, 0.62876816500000E+07,  0.0000000E+00,  0.4013849E+03,  0.8027698E+03,       11749,       11764,          59,          59
, 0.33270712200000E+06, 0.62878108900000E+07,  0.0000000E+00,  0.5351864E+03,  0.8027698E+03,       11750,       11765,          59,          59
, 0.33274176000000E+06, 0.62879401200000E+07,  0.0000000E+00,  0.6689780E+03,  0.8027698E+03,       11751,       11766,          59,          59
, 0.33277639900000E+06, 0.62880693500000E+07,  0.0000000E+00,  0.8027698E+03,  0.8027698E+03,,,          59,          59
, 0.33164857400000E+06, 0.62880382800000E+07,  0.0000000E+00,  0.0000000E+00,  0.1271112E+04,       11630,       11651,          60,          60
, 0.33174649200000E+06, 0.62881448900000E+07,  0.0000000E+00,  0.1447537E+03,  0.1271112E+04,       11631,       11652,          60,          60
, 0.33184441000000E+06, 0.62882515100000E+07,  0.0000000E+00,  0.2895147E+03,  0.1271112E+04,       11632,       11653,          60,          60
, 0.33194232800000E+06, 0.62883581200000E+07,  0.0000000E+00,  0.4342684E+03,  0.1271112E+04,       11633,       11654,          60,          60
, 0.33204024600000E+06, 0.62884647300000E+07,  0.0000000E+00,  0.5790220E+03,  0.1271112E+04,       11638,       11655,          60,          60
, 0.33213816400000E+06, 0.62885713400000E+07,  0.0000000E+00,  0.7237757E+03,  0.1271112E+04,       11659,       11660,          60,          60
, 0.33223608200000E+06, 0.62886779600000E+07,  0.0000000E+00,  0.8685367E+03,  0.1271112E+04,       11677,       11678,          60,          60
, 0.33233400000000E+06, 0.62887845700000E+07,  0.0000000E+00,  0.1013290E+04,  0.1271112E+04,       11696,       11697,          60,          60
, 0.33246686500000E+06, 0.62888037800000E+07,  0.0000000E+00,  0.1147537E+04,  0.1271112E+04,       11718,       11719,          60,          60
, 0.33258962300000E+06, 0.62887895900000E+07,  0.0000000E+00,  0.1271112E+04,  0.1271112E+04,,,          60,          60
, 0.33105658700000E+06, 0.62891223900000E+07,  0.0000000E+00,  0.0000000E+00,  0.1146314E+04,       11474,       11505,          61,          61
, 0.33110539100000E+06, 0.62891619300000E+07,  0.0000000E+00,  0.6281116E+02,  0.1146314E+04,       11475,       11506,          61,          61
, 0.33115419600000E+06, 0.62892014600000E+07,  0.0000000E+00,  0.1256168E+03,  0.1146314E+04,       11476,       11507,          61,          61
, 0.33120300000000E+06, 0.62892410000000E+07,  0.0000000E+00,  0.1884280E+03,  0.1146314E+04,       11508,       11509,          61,          61
, 0.33131060100000E+06, 0.62892676500000E+07,  0.0000000E+00,  0.2992801E+03,  0.1146314E+04,       11537,       11539,          61,          61
