Date,Sal_gperL,Temp_degC,TSS_mgperL,DO_mgperL,Ammonia_mgperL,NOx_mgperL,TN_mgperL,TP_mgperL,SiO2_mgperL,FRP_mgperL,TOC_mgperL,TON_mgperL,DOC_mgperL,Chlorophyll_mgperm3,Ecoli_cfuper100mL,FaecalColiform_cfuper100mL,Enterococci_cfuper100mL
14/02/2007 00:00,,,,,0.31,1.68,2.57,0.222,,0.06,,,,,2000,3700,2000
22/02/2007 00:00,,27.2,,7.6,0.02,1.82,2.66,0.104,,0.026,,,,27.4,420,520,420
22/02/2007 00:00,,,,,0.02,1.83,2.63,0.102,,0.027,,,,26.4,320,430,320
22/02/2007 00:00,,,,,,,,,,,,,,,,,
30/03/2007 00:00,,21.6,,8.1,0.06,1.15,1.65,0.091,,0.026,,,,3.6,100,54,100
30/03/2007 00:00,,,,,0.06,1.16,1.69,0.091,,0.027,,,,5.6,94,64,94
30/03/2007 00:00,,,,,,,,,,,,,,,,,
23/04/2007 00:00,,20.8,,7,0.05,1.92,2.61,0.113,,0.045,,,,4,3500,12000,3500
23/04/2007 00:00,,,,,0.05,1.92,2.6,0.115,,0.044,,,,2.7,7000,13000,7000
23/04/2007 00:00,,,,,,,,,,,,,,,,,
23/05/2007 00:00,,15.9,,8.3,0.06,1.22,1.71,0.104,,0.028,,,,3.3,100,200,100
23/05/2007 00:00,,,,,0.06,1.21,1.68,0.103,,0.029,,,,3.8,130,200,130
23/05/2007 00:00,,,,,,,,,,,,,,,,,
08/06/2007 00:00,,14,,8.8,0.47,1.41,2.49,0.194,,0.104,,,,,15000,8600,15000
08/06/2007 00:00,,,,,0.48,1.41,2.49,0.194,,0.104,,,,,13000,8400,13000
22/06/2007 00:00,,13.6,,10.2,0.13,3,4.26,0.297,,0.177,,,,1.6,1400,3800,1400
22/06/2007 00:00,,,,,0.14,3,4.22,0.3,,0.177,,,,2,1300,4000,1300
22/06/2007 00:00,,,,,,,,,,,,,,,,,
24/07/2007 00:00,,11.6,,11.1,0.04,2.7,3.19,0.08,,0.029,,,,4.7,60,130,60
24/07/2007 00:00,,,,,0.03,2.6,3.24,0.079,,0.028,,,,5.5,66,140,66
24/07/2007 00:00,,,,,,,,,,,,,,,,,
15/08/2007 00:00,,14.4,,11.9,0.02,2.2,3.05,0.045,,0.019,,,,10.7,24,30,24
15/08/2007 00:00,,,,,0.02,2.2,3.05,0.047,,0.02,,,,10.9,30,27,30
15/08/2007 00:00,,,,,,,,,,,,,,,,,
26/09/2007 00:00,,,,,,,,,,,,,,,,,
26/09/2007 00:00,,,,,,,,,,,,,,,,,
26/09/2007 00:00,,,,,,,,,,,,,,,,,
19/11/2007 00:00,,,,,,,,,,,,,,,,,
19/11/2007 00:00,,,,,,,,,,,,,,,,,
25/11/2007 00:00,,,,,,,,,,,,,,,,,
25/11/2007 00:00,,,,,,,,,,,,,,,,,
19/12/2007 00:00,,,,,,,,,,,,,,,,,
19/12/2007 00:00,,,,,,,,,,,,,,,,,
24/01/2008 00:00,,,,,,,,,,,,,,,,,
24/01/2008 00:00,,,,,,,,,,,,,,,,,
05/02/2008 00:00,,,,,,,,,,,,,,,,,
05/02/2008 00:00,,,,,,,,,,,,,,,,,
11/02/2008 00:00,,,,,,,,,,,,,,,,,
11/02/2008 00:00,,,,,,,,,,,,,,,,,
12/03/2008 00:00,,22.3,,6.6,0.09,1.76,2.61,0.217,,0.069,,,,3.4,510,1900,510
12/03/2008 00:00,,,,,0.1,1.76,2.58,0.217,,0.069,,,,4.3,570,2100,570
12/03/2008 00:00,,22.3,,6.7,,,,,,,,,,,,,
17/04/2008 00:00,,18.1,,7.9,0.08,1.84,2.38,0.104,,0.028,,,,2,190,250,190
17/04/2008 00:00,,,,,0.08,1.85,2.39,0.106,,0.028,,,,2.6,190,210,190
05/05/2008 00:00,,14.7,,9.9,0.05,3.2,3.74,0.071,,0.023,,,,2.1,59,130,59
05/05/2008 00:00,,,,,0.04,3.4,3.82,0.069,,0.025,,,,2.2,73,110,73
10/06/2008 00:00,,15,,8.1,0.11,2.4,3.34,0.18,,0.069,,,,2.4,260,1600,260
10/06/2008 00:00,,,,,0.1,2.4,3.38,0.183,,0.068,,,,3.1,240,1500,240
21/07/2008 00:00,,12,,12.2,0.03,3.4,4.68,0.052,,0.015,,,,7,55,140,55
21/07/2008 00:00,,,,,0.03,3.4,4.29,0.054,,0.016,,,,6.3,30,150,30
06/08/2008 00:00,,12,,11.6,0.03,3.7,4.2,0.045,,0.016,,,,4.8,13,43,13
06/08/2008 00:00,,,,,0.04,3.8,4.29,0.047,,0.016,,,,4.6,12,53,12
06/08/2008 00:00,,,,,,,,,,,,,,,,,
09/09/2008 00:00,,14.1,,9.6,0.57,1.99,3.6,0.195,,0.066,,,,4.8,7000,6600,7000
09/09/2008 00:00,,,,,0.59,1.98,3.65,0.194,,0.065,,,,6.3,6600,7000,6600
14/10/2008 00:00,,20.3,,7.2,0.19,1.58,2.42,0.078,,0.034,,,,3.8,45,350,45
14/10/2008 00:00,,,,,0.19,1.59,2.46,0.07,,0.034,,,,3.8,56,350,56
11/11/2008 00:00,,23.1,,8.7,0.03,1.66,2.42,0.053,,0.021,,,,13.7,62,320,62
11/11/2008 00:00,,,,,0.03,1.7,2.44,0.054,,0.021,,,,12.1,59,250,59
09/12/2008 00:00,,22.4,,6.4,0.12,1.18,1.83,0.147,,0.052,,,,11.1,1100,2300,1100
09/12/2008 00:00,,,,,0.12,1.16,1.84,0.141,,0.052,,,,7.8,1000,2200,1000
15/01/2009 00:00,,28.5,,7.1,0.02,1.29,2.11,0.081,,0.03,,,,16.9,96,120,96
15/01/2009 00:00,,,,,0.02,1.29,2.16,0.081,,0.028,,,,18.1,62,90,62
11/02/2009 00:00,,23.5,,8.1,0.18,0.78,1.65,0.13,,0.034,,,,49.2,98,94,98
11/02/2009 00:00,,,,,0.17,0.78,1.73,0.135,,0.033,,,,47.6,94,86,94
18/03/2009 00:00,,22.1,,7.1,0.15,0.95,1.71,0.143,,0.046,,,,3.5,120,340,120
18/03/2009 00:00,,,,,0.15,0.95,1.66,0.142,,0.047,,,,4.8,100,390,100
14/04/2009 00:00,,21.8,,7,0.05,1.4,1.96,0.185,,0.078,,,,3.3,11000,23000,11000
14/04/2009 00:00,,,,,0.02,1.4,1.87,0.163,,0.077,,,,3.7,11000,21000,11000
05/05/2009 00:00,,16.2,,9.1,0.05,2,2.67,0.098,,0.034,,,,3.6,42,94,42
05/05/2009 00:00,,,,,0.05,2,2.6,0.099,,0.033,,,,4,76,100,76
09/06/2009 00:00,,14,,10.8,0.08,1.76,2.53,0.14,,0.042,,,,1.9,180,360,180
09/06/2009 00:00,,,,,0.08,1.79,2.51,0.14,,0.044,,,,1.6,220,280,220
06/07/2009 00:00,,11.1,,10.7,0.05,2.4,3.22,0.115,,0.034,,,,1.6,26,120,26
06/07/2009 00:00,,,,,0.05,2.4,3.22,0.114,,0.034,,,,1.7,26,140,26
11/08/2009 00:00,,11.4,,10.9,0.05,2.2,3.08,0.065,,0.023,,,,5.7,23,52,23
11/08/2009 00:00,,,,,0.05,2.2,3.09,0.06,,0.024,,,,9,15,48,15
08/09/2009 00:00,,16.1,,9.1,0.12,1.76,2.48,0.072,,0.03,,,,4.3,21,79,21
08/09/2009 00:00,,,,,0.12,1.78,2.45,0.072,,0.03,,,,4.8,24,77,24
27/10/2009 00:00,,16.6,,8.3,0.22,1.11,1.74,0.153,,0.073,,,,3.3,2700,8900,2700
27/10/2009 00:00,,,,,0.22,1.11,1.85,0.162,,0.073,,,,3.1,3400,8900,3400
11/11/2009 00:00,,23.8,,7.7,0.06,1.57,2.24,0.072,,0.03,,,,11.9,80,240,80
11/11/2009 00:00,,,,,0.06,1.58,2.23,0.071,,0.029,,,,11.1,60,280,60
01/12/2009 00:00,,22.8,,7.7,0.06,1.46,2.28,0.091,,0.046,,,,22.8,79,380,79
01/12/2009 00:00,,,,,0.06,1.45,2.34,0.092,,0.043,,,,21.7,78,350,78
14/09/2010 00:00,,16.2,,10.3,0.17,1.14,1.74,0.049,,0.022,,,,12,50,42,50
14/09/2010 00:00,,,,,0.17,1.13,1.74,0.05,,0.021,,,,11.1,41,44,41
13/10/2010 00:00,,20.6,,8.1,0.07,1.41,1.87,0.093,,0.038,,,,4.3,120,280,120
13/10/2010 00:00,,,,,0.07,1.44,1.81,0.09,,0.038,,,,4.1,55,220,55
17/11/2010 00:00,,21.8,,6.8,0.11,0.82,1.56,0.195,,0.108,,,,2.4,320,730,320
17/11/2010 00:00,,,,,0.11,0.81,1.56,0.194,,0.107,,,,3.2,190,900,190
15/12/2010 00:00,,27.8,,8.6,0.04,0.51,1.58,0.169,,0.078,,,,38.1,110,260,110
15/12/2010 00:00,,,,,0.04,0.51,1.55,0.164,,0.079,,,,37.6,100,220,100
15/12/2010 00:00,,,,,,,,,,,,,,,,,
18/01/2011 00:00,,27.9,,9.4,0.01,0.19,1.1,0.109,,0.039,,,,74.1,100,210,100
18/01/2011 00:00,,,,,0.01,0.19,1.08,0.11,,0.034,,,,63.6,80,200,80
07/02/2011 00:00,,26.4,,9.7,0.005,0.08,2.22,0.417,,0.071,,,,445.4,90,47,90
07/02/2011 00:00,,,,,0.005,0.08,1.82,0.349,,0.075,,,,335.8,110,74,110
08/03/2011 00:00,,23.5,,9.8,0.005,0.3,2.69,0.491,,0.025,,,,264.3,35,52,35
08/03/2011 00:00,,,,,0.005,0.3,2.62,0.364,,0.025,,,,332.3,38,50,38
13/04/2011 00:00,,19.2,,8.2,0.1,1.38,2.19,0.092,,0.032,,,,3.1,84,230,84
13/04/2011 00:00,,,,,0.1,1.37,2.21,0.09,,0.032,,,,2,60,230,60
10/05/2011 00:00,,14.5,,9.3,0.07,1.42,2.05,0.081,,0.028,,,,2.7,26,70,26
10/05/2011 00:00,,,,,0.07,1.41,2.07,0.082,,0.029,,,,2,38,64,38
15/06/2011 00:00,,14.1,,10.4,0.05,1.01,1.55,0.14,,0.057,,,,0.2,3700,6200,3700
15/06/2011 00:00,,,,,0.05,0.96,1.55,0.145,,0.059,,,,0.2,4200,6400,4200
06/07/2011 00:00,,12.8,,11.1,0.1,2.19,2.91,0.055,,0.02,,,,4.3,17,290,17
06/07/2011 00:00,,,,,0.1,2.19,2.93,0.056,,0.02,,,,4.3,8,240,8
15/08/2011 00:00,,,,,,,,,,,,,,,,,
15/08/2011 00:00,,,,,,,,,,,,,,,,,
15/08/2011 00:00,,14.4,,10.8,0.04,1.87,2.52,0.056,,0.026,,,,3.6,19,27,19
15/08/2011 00:00,,,,,0.04,1.86,2.5,0.055,,0.026,,,,3.7,23,34,23
14/09/2011 00:00,,17.2,,10.3,0.06,0.89,1.45,0.061,,0.031,,,,5,21,50,21
14/09/2011 00:00,,,,,0.06,0.9,1.51,0.064,,0.03,,,,4.9,28,54,28
19/10/2011 00:00,,21,,9.7,0.02,1.2,2.01,0.081,,0.021,,,,27.4,23,240,23
19/10/2011 00:00,,,,,0.02,1.21,2.04,0.084,,0.018,,,,26.7,31,210,31
15/11/2011 00:00,,26.4,,8.6,0.01,0.4,1.04,0.13,,0.047,,,,21.8,98,450,98
15/11/2011 00:00,,,,,0.01,0.4,1.03,0.122,,0.043,7.7,,7.4,21.1,100,380,100
07/12/2011 00:00,,19.8,,7.7,0.1,0.94,1.78,0.139,,0.062,,,,4.5,110,630,110
07/12/2011 00:00,,,,,0.1,0.94,1.77,0.138,,0.064,,,,4.9,96,500,96
07/12/2011 00:00,,,,,,,,,,,9.2,,8.4,,,,
10/01/2012 00:00,,25,,7.4,0.32,0.68,1.78,0.198,,0.118,,,,7.2,410,5300,410
10/01/2012 00:00,,,,,0.32,0.68,1.77,0.192,,0.117,,,,11,310,4300,310
10/01/2012 00:00,,,,,,,,,,,19.4,,18.8,,,,
14/02/2012 00:00,,22,,6.7,0.11,0.88,2.23,0.359,,0.161,,,,3.7,4900,36000,4900
14/02/2012 00:00,,,,,0.11,0.88,2.21,0.369,,0.161,,,,3.2,4200,35000,4200
14/02/2012 00:00,,,,,,,,,,,20,,12.5,,,,
22/03/2012 00:00,,21.9,,6.9,0.1,1.64,2.39,0.213,,0.081,,,,7.9,380,580,380
22/03/2012 00:00,,,,,0.1,1.64,2.37,0.213,,0.079,,,,6.5,350,460,350
22/03/2012 00:00,,,,,,,,,,,11.8,,10,,,,
23/04/2012 00:00,,19.6,,7.5,0.11,1.63,2.52,0.218,,0.084,,,,2.8,440,770,440
23/04/2012 00:00,,,,,0.11,1.64,2.5,0.214,,0.091,,,,2.9,360,820,360
23/04/2012 00:00,,,,,,,,,,,12.2,,9.7,,,,
23/05/2012 00:00,,14.8,,10.1,0.05,2.9,3.24,0.092,,0.029,,,,3.3,28,150,28
23/05/2012 00:00,,,,,0.05,2.7,3.21,0.093,,0.029,,,,3.1,27,170,27
22/06/2012 00:00,,11.7,,10.1,0.08,2,2.89,0.135,,0.041,,,,2.9,260,580,260
22/06/2012 00:00,,,,,0.08,2,2.85,0.134,,0.041,,,,2.1,210,400,210
17/07/2012 00:00,,13.2,,10,0.06,1.96,2.55,0.074,,0.031,,,,4.8,39,46,39
17/07/2012 00:00,,,,,0.06,1.96,2.53,0.075,,0.03,,,,4.4,42,40,42
14/08/2012 00:00,,12.8,,12,0.04,2.5,3.55,0.042,,0.024,,,,8.7,10,60,10
14/08/2012 00:00,,,,,0.03,2.5,3.29,0.041,,0.024,,,,8.1,9,64,9
21/09/2012 00:00,,18.2,,8.5,0.08,1.51,2.11,0.079,,0.03,,,,13.4,35,110,35
21/09/2012 00:00,,,,,0.08,1.52,2.1,0.073,,0.031,,,,12.3,48,98,48
12/10/2012 00:00,,16.2,,8.1,0.14,1.85,2.64,0.127,,0.047,,,,7.5,330,680,330
12/10/2012 00:00,,,,,0.15,1.86,2.64,0.125,,0.048,,,,7.1,420,500,420
09/11/2012 00:00,,23.4,,7.1,0.21,1.03,1.87,0.107,,0.045,,,,24.2,350,630,350
09/11/2012 00:00,,,,,0.21,1.03,1.9,0.105,,0.045,,,,21.3,320,660,320
11/12/2012 00:00,,21.3,,7,0.11,0.31,1.14,0.09,,0.036,,,,19.8,200,240,200
11/12/2012 00:00,,,,,0.1,0.31,1.13,0.088,,0.036,,,,19.2,150,240,150
24/01/2013 00:00,,26.2,,5.8,0.14,0.73,1.43,0.102,,0.035,,,,8,150,330,150
24/01/2013 00:00,,,,,0.14,0.72,1.42,0.101,,0.036,,,,8.9,230,240,230
12/02/2013 00:00,,23,,6.6,0.18,1.31,2.31,0.148,,0.073,,,,4.2,230,510,230
12/02/2013 00:00,,,,,0.18,1.31,2.35,0.145,,0.073,,,,9.2,240,510,240
13/03/2013 00:00,,24.5,,7.2,0.06,1.25,1.88,0.128,,0.049,,,,25.4,27,190,27
13/03/2013 00:00,,,,,0.06,1.24,1.87,0.13,,0.049,,,,26.6,72,230,72
19/04/2013 00:00,,20.2,,6.8,0.09,0.96,1.58,0.102,,0.047,,,,5.5,220,210,220
19/04/2013 00:00,,,,,0.08,0.96,1.54,0.097,,0.048,,,,4.3,340,220,340
15/05/2013 00:00,,17.1,,8.2,0.06,1.8,2.98,0.078,,0.036,,,,13.3,140,82,140
15/05/2013 00:00,,,,,0.06,1.8,3.04,0.076,,0.036,,,,16.9,110,94,110
19/06/2013 00:00,,12.7,,9.4,0.08,1.97,2.65,0.073,,0.027,,,,3.1,55,33,55
19/06/2013 00:00,,,,,0.08,1.96,2.66,0.071,,0.027,,,,1.8,27,37,27
19/07/2013 00:00,,14.8,,9,0.08,1.8,2.9,0.065,,0.034,,,,4.4,70,320,70
19/07/2013 00:00,,,,,0.08,1.8,2.89,0.064,,0.033,,,,3.9,60,200,60
20/08/2013 00:00,,13.7,,11.5,0.01,1.97,2.71,0.068,,0.021,,,,27.3,41,44,41
20/08/2013 00:00,,,,,0.01,1.99,2.68,0.071,,0.021,,,,27,34,38,34
15/08/2016 00:00,,11.4,24,9.6,0.04,2,2.74,0.093,,,,,,4.1,72,88,72
06/09/2016 00:00,,14.3,38,8.8,0.1,1.96,2.68,0.185,,,,,,2.7,190,520,190
28/09/2016 00:00,,17.4,13,8.2,0.16,1.61,2.37,0.068,,,,,,11.3,25,30,25
13/10/2016 00:00,,17.8,20,8.2,0.05,1.43,2.25,0.072,,,,,,13.7,23,30,23
10/11/2016 00:00,,20.8,15,7.9,0.07,0.3,1.31,0.08,,,,,,42,59,580,59
30/11/2016 00:00,,24.5,12,5.3,0.15,0.32,1.21,0.093,,,,,,11.2,66,52,66
22/12/2016 00:00,,24.1,18,7.3,0.02,0.65,1.15,0.07,,,,,,19.6,330,220,330
13/01/2017 00:00,,26.1,22,6.8,0.05,0.61,1.4,0.08,,,,,,17.8,280,480,280
03/02/2017 00:00,,24.8,22,5.9,0.06,0.76,1.73,0.095,,,,,,19.1,49,430,49
24/02/2017 00:00,,24.2,25,6.2,0.04,0.86,1.49,0.08,,,,,,3.2,120,140,120
12/03/2017 00:00,,21.4,87,6.8,0.07,1.79,2.57,0.089,,,,,,3.2,190,310,190
11/07/2018 00:00,,10,9.8,,0.05,2.08,3.17,0.09,,0.051,,,,1.5,,280,67
31/07/2018 00:00,,10.7,10.1,,0.03,3.36,4.49,0.052,,0.026,,,,4.6,,55,45
25/08/2018 00:00,,12.6,10.1,,0.02,2.71,3.47,0.043,,0.023,,,,4.7,,40,64
07/09/2018 00:00,,17.1,8.9,,0.03,5.74,6.63,0.087,,0.042,,,,3.6,,480,310
04/10/2018 00:00,,17,7.9,,0.09,1.71,2.23,0.076,,0.03,,,,6.4,,170,370
23/10/2018 00:00,,19.8,8,,0.36,1.39,2.35,0.159,,0.075,,,,1,,730,200
14/11/2018 00:00,,22,6.5,,0.08,0.5,1.21,0.117,,0.039,,,,10.3,,450,55
07/12/2018 00:00,,22.2,7.8,,0.49,1.06,2.15,0.109,,0.049,,,,8.4,,200,290
28/12/2018 00:00,,26.5,7.1,,0.01,1.07,1.93,0.143,,0.046,,,,31.8,,380,300
